rating	review	book_title	user	review_title
5	literally how this book is narrated:narrator: isn't it just wonderful how they're all so happy and content??narrator: don't worry though, it's not going to last for long. give it a weeknarrator: oh and by the way, that favorite character of yours is going to die very soonnarrator: here's a detailed sneek peak of his tragic deathnarrator: ........narrator: oops was that a spoiler	The Book Thief	شيماء ✨	literally how this book is
5	"The best word shakers were the ones who understood the true power of words. They were the ones who could climb the highest. One such word shaker was a small, skinny girl. She was renowned as the best word shaker of her region because she knew how powerless a person could be WITHOUT words."""	The Book Thief	Maja (The Nocturnal Library)	The best word shakers were
3	There's obviously something wrong with me... GR members, why am I not loving this?? :(	The Book Thief	Emily May	There's obviously something wrong with
4	oh my goodness, I adore this book!	The Book Thief	Kat Kennedy	oh my goodness, I adore
5	I devoured this. I read it, then I read it again, and now I want to read it for a third time. Ive really got to move on, but this was just so Good with a capital G. This book takes such an interesting perspective on a very written about period of history. Having Death as the narrator for parts o...	The Book Thief	Sean Barrs the Bookdragon	I devoured this
1	I am apparently one of the few people who just do not see what all of the hype is about on this one. I was really excited to read this after all of the glowing reviews it got, but I was left extremely disappointed. I found the writing stilted and stuttering (hard to stutter in writing, but this b...	The Book Thief	Michael	I am apparently one of
5	Wow. Words cannot describe how much I loved this book, what impact it had on me. But, like Liesel, words is all I have, so I will have to try.This is a lyrical, poignant, heartbreaking, soul-shattering story disjointedly told by a nearly-omniscient, fascinated by humans narrator - Death. (***I mu...	The Book Thief	Nataliya	Wow
1	I had a hardcover of this book. I no longer have it. I did not even finish reading it, because it irritated me so much and when I asked if it got better no one could convince me that it was worth persevering. I know that there are many people who love this book, authors who's book I love, readers...	The Book Thief	Zannachan	I had a hardcover of
4	I have hated words and I have loved them, and I hope I have made them right. Liesel, an orphaned girl, is sent to live with a foster family right before the Nazi's take over Germany. She has a peculiar attachment to books, her first being a gravedigger's manual that she picks up during her broth...	The Book Thief	Miranda Reads	I have hated words and
5	The Book Thief was published as Young Adult novel. Dont you believe it. This is a wonderful novel, appropriate for adults of young, middle and advanced years. My wife was shedding copious tears as she finished reading the book, and insisted that I read it immediately. How could I not? I was prep...	The Book Thief	Will Byrnes	The Book Thief was published
3	I write this review under severe duress.Three-star books are always difficult to review, arent they? They are difficult for me, mostly because I am so dispassionate about them. Its much easier to review something you love, or something you hate, rather than something youve half-forgotten befor...	The Book Thief	Jason	I write this review under
5	im gonna read the last 50 pages instead of listen because the tears are starting to come	The Book Thief	Whitney Atkinson	im gonna read the last
5	Bravo Zusak! A standing ovation, a mighty opus. You stood Death on her head, removing her dark cloak and scythe, clothing her with feeling and letting us see she has eyes to see and a heart to feel, and the intellect to narrate a compelling story. I was so glad to find out she has a womb. Out of...	The Book Thief	Walt	Bravo Zusak
1	I hate this book and am now reading it under duress.	The Book Thief	Diane	I hate this book and
5	Ahhh okay I really just need to finish re-reading this. It's been taking forever for some reason.	The Book Thief	Brigid ✩ Cool Ninja Sharpshooter ✩	Ahhh okay I really just
4	Very good.Having Death as the narrator and having as a central protagonist a young girl in Nazi Germany make The Book Thief by Markus Zusak stand out from the crowd of books about Europe during World War II; this book is good not so much because of the story, but how the author tells it. In the B...	The Book Thief	Lyn	Very good
5	I'M SHATTERED. COME ON, JUST GO READ THIS BOOK, IT WILL STICK WITH YOU FOREVER!	The Book Thief	Elizabeth Sagan	I'M SHATTERED
5	{BR with Nicole}  I wanted to tell the book thief many things, about beauty and brutality. But what could I tell her about those things that she didn't already know? I wanted to explain that I am constantly overestimating and underestimating the human race-that rarely do I ever simply estimate i...	The Book Thief	Ana O	{BR with Nicole}  I
4	This was one of those books that has been sitting on my TBR list forever. Finally, I decided to give it a go. Although it isn't my usual type of book, I found it to be a beautiful story.'The Book Thief' tells the story of a young girl, Liesel, growing up in Germany during WWII. After the death of...	The Book Thief	Candace	This was one of those
5	Occasionally, you will read a novel that offers you new ideas about what a novel can actually do, how point of view and voice can be used differently but powerfully, and how characters can be developed to such an extent that they seem more human than those we come into contact with each day. This...	The Book Thief	Michael Kneeland	Occasionally, you will read a
5	fricken hell im tearing up bc of max's gift	The Book Thief	may ❀	fricken hell im tearing up
4	"When the Lion/Witch/Wardrobe movie came out a while ago, some dude accosted me and said ""Dude, the fucking right wing media is trying to say that the Narnia books are all about fucking Christianity!!!""No shit. I figured that out when I was 9.But who cares? If you can't enjoy these books at all, t..."	The Chronicles of Narnia	AJ Griffin	When the Lion/Witch/Wardrobe movie came
5	I discovered The Chronicles of Narnia when I was six years old halfway through my first year of school. I had discovered the joys of our school library and I still remember the day and the exact shelf where I found The Lion, The Witch and The Wardrobe. It was the lowest shelf, the one that rested...	The Chronicles of Narnia	Kat Kennedy	I discovered The Chronicles of
3	"A donkey posing as Aslan the lion. An ape who interprets him and enslaves the Narnians in the name of Aslan, in cahoots with the ""brown-faced"" Calormenes who worship the bloodthirsty god Tash. The absolute blasphemy of the ape who says Tash and Aslan are the same. Enslavement in the name of freedom... need I go on? How disgusting can an allegory get?"	The Chronicles of Narnia	Nandakishore Varma	A donkey posing as Aslan
5	The Chronicles of Narnia (The Chronicles of Narnia #1-7), C.S. LewisThe Chronicles of Narnia is a series of seven fantasy novels by C. S. Lewis. It is considered a classic of children's literature and is the author's best-known work, having sold over 100 million copies in 47 languages. Written by...	The Chronicles of Narnia	Ahmad Sharabiani	The Chronicles of Narnia (The
4	Favorite books ever when I was a kid! So yea, sticking with 4 stars because I still love it	The Chronicles of Narnia	Ashwood (애쉬 우드).	Favorite books ever when I
4	Read this as a kid and re-read later on, these 7 books were a great form of escapism despite the somewhat overbearing Christian symbolism that is pervasive throughout. The movies did NOT to the books justice but the animated film about Lion, Witch and Wardrobe was actually OK. A must for kids.	The Chronicles of Narnia	Michael Finocchiaro	Read this as a kid
3	The Magician's Nephew is easily the best story of the Chronicles. First of all, it's the least overtly religious. There is a creation-of-the-world element, but it's not our world so it seems more fantastic than religious. Not only is there a veil over the religiosity, there's so much creativity i...	The Chronicles of Narnia	Mansoor	The Magician's Nephew is easily
